0,1,2,3,4,5,6,7,8,9,10,11,external_code,season,category,release_date,day,week,month,year,image_path,color,fabric,extra
0.0046948356807511,0.0732394366197183,0.0619718309859154,0.0666666666666666,0.0460093896713615,0.0431924882629108,0.0262910798122065,0.0197183098591549,0.012206572769953,0.0140845070422535,0.0103286384976525,0.0093896713615023,1,SS17,long sleeve,2016-12-01,0.5,0.9230769230769232,1.0,0.99851411589896,PE17/00001.png,yellow,acrylic,hem
0.0056338028169014,0.1098591549295774,0.1286384976525821,0.1352112676056338,0.0826291079812206,0.0985915492957746,0.0638497652582159,0.0525821596244131,0.0347417840375586,0.1389671361502347,0.1596244131455399,0.0553990610328638,2,SS17,long sleeve,2016-12-01,0.5,0.9230769230769232,1.0,0.99851411589896,PE17/00002.png,brown,acrylic,hem
0.0028169014084507,0.2075117370892018,0.1774647887323943,0.0957746478873239,0.0413145539906103,0.0300469483568075,0.0150234741784037,0.0065727699530516,0.0103286384976525,0.0056338028169014,0.0028169014084507,0.0018779342723004,3,SS17,culottes,2016-12-02,0.6666666666666666,0.9230769230769232,1.0,0.99851411589896,PE17/00003.png,blue,scuba crepe,hem
0.0009389671361502,0.0441314553990609,0.0469483568075117,0.0413145539906103,0.028169014084507,0.0319248826291079,0.0319248826291079,0.0234741784037558,0.0169014084507042,0.028169014084507,0.0206572769953051,0.0093896713615023,4,SS17,long sleeve,2016-12-02,0.6666666666666666,0.9230769230769232,1.0,0.99851411589896,PE17/00004.png,yellow,acrylic,sleeveless
0.0065727699530516,0.0985915492957746,0.1258215962441314,0.1201877934272299,0.0685446009389671,0.0469483568075117,0.0431924882629108,0.0347417840375586,0.0300469483568075,0.0291079812206572,0.0338028169014084,0.0093896713615023,5,SS17,long sleeve,2016-12-02,0.6666666666666666,0.9230769230769232,1.0,0.99851411589896,PE17/00005.png,grey,acrylic,hem
0.0009389671361502,0.1605633802816901,0.1849765258215962,0.2046948356807512,0.1107981220657277,0.0985915492957746,0.0807511737089201,0.0535211267605633,0.0516431924882629,0.1239436619718309,0.1333333333333333,0.0516431924882629,6,SS17,long sleeve,2016-12-03,0.8333333333333334,0.9230769230769232,1.0,0.99851411589896,PE17/00006.png,grey,acrylic,sleeveless
0.0018779342723004,0.0873239436619718,0.1004694835680751,0.1070422535211267,0.0619718309859154,0.0657276995305164,0.0460093896713615,0.0253521126760563,0.0300469483568075,0.0169014084507042,0.0159624413145539,0.0169014084507042,7,SS17,long sleeve,2016-12-03,0.8333333333333334,0.9230769230769232,1.0,0.99851411589896,PE17/00007.png,brown,acrylic,shoulder
0.0028169014084507,0.0553990610328638,0.0666666666666666,0.0666666666666666,0.0291079812206572,0.0300469483568075,0.0413145539906103,0.0262910798122065,0.0300469483568075,0.0338028169014084,0.0253521126760563,0.0169014084507042,8,SS17,long sleeve,2016-12-03,0.8333333333333334,0.9230769230769232,1.0,0.99851411589896,PE17/00008.png,green,acrylic,hem
0.0018779342723004,0.0788732394366197,0.1051643192488262,0.0967136150234741,0.0807511737089201,0.0535211267605633,0.0469483568075117,0.0253521126760563,0.0384976525821596,0.0197183098591549,0.0338028169014084,0.0159624413145539,9,SS17,culottes,2016-12-03,0.8333333333333334,0.9230769230769232,1.0,0.99851411589896,PE17/00009.png,blue,scuba crepe,sleeveless
0.0751173708920187,0.0751173708920187,0.1051643192488262,0.0619718309859154,0.0206572769953051,0.0159624413145539,0.0112676056338028,0.0065727699530516,0.0065727699530516,0.0140845070422535,0.0159624413145539,0.0065727699530516,10,SS17,miniskirt,2016-12-05,0.0,0.9423076923076924,1.0,0.99851411589896,PE17/00010.png,black,tulle,hem
